SN,Region,Site ID,Site Class,Snag Category,Sub Category,Remarks,Snag Opened By,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
44088,NE,SHJ2097,Class B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,"AC CREATING VIBRATION AND HUMMING NOISE , COMP MOUNTING NEED TO REPLACE",Hansaka Chathuranga,MINOR,24/07/2025,09/09/2025,Closed,CLOSED_UNIQUE,July-25,September-25
94380,NE,SHJ2097,Class B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC DRAIN PIPE FIX,Hansaka Chathuranga At,MINOR,20/02/2026,20/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
127977,NE,SHJ2097,Class B,CIVIL,CABLE TRAY DAMAGED,CABLE TRAY DAMAGED ROOF TOP,Mohandass Paulraj,MINOR,03/08/2026,,Open,KEEP_OPEN,August-26,
30898,NE,SHJ2097,Class B,CIVIL,RRU NEEDS REPAIRING,Rooftop. RRU need to fix properly,Naveen Chacko Chacko Valliyarayil Joseph,MINOR,29/05/2025,27/08/2025,Closed,CLOSED_UNIQUE,May-25,August-25
127979,NE,SHJ2097,Class B,CIVIL,SHELTER WALL NEEDS REPAINTING,SHELTER WALL NEEDS REPAINTING(RUSTY),Mohandass Paulraj,MINOR,03/08/2026,,Open,KEEP_OPEN,August-26,
44086,NE,SHJ2097,Class B,DC SYSTEM,DC SYSTEM - OTHERS,"LOW VOLT, TEMP COMP PARAMETERS SET TO CORRECT VALUE",Hansaka Chathuranga,MINOR,24/07/2025,24/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
94379,NE,SHJ2097,Class B,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,20/02/2026,20/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
44085,NE,SHJ2097,Class B,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,TEMP SENSOR INSTALL FOR HIGH ROOM TEMP,Hansaka Chathuranga,MINOR,24/07/2025,24/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
30896,NE,SHJ2097,Class B,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE seal placed,Naveen Chacko Chacko Valliyarayil Joseph,MINOR,29/05/2025,29/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
30897,NE,SHJ2097,Class B,SHELTER,SHELTER - OTHERS,roxtec clossed,Naveen Chacko Chacko Valliyarayil Joseph,MINOR,29/05/2025,29/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
127983,NE,SHJ2097,Class B,SHELTER,SHELTER - OTHERS,SHELTER DOOR RUSTY CLEARED,Mohandass Paulraj,MINOR,03/08/2026,03/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
24012,NE,SHJ2097,Class B,SHELTER,SITE ID DAMAGED,Shelter site ID damage NA in WH,Jay Puzon Tadina,MINOR,21/04/2025,12/05/2025,Closed,CLOSED_UNIQUE,April-25,May-25
44084,NE,SHJ2097,Class B,TI,TI - OTHERS,RTN BBU FAN CLEAN,Hansaka Chathuranga,MINOR,24/07/2025,24/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
53325,NE,SHJ2097,Class B,TI,TI - OTHERS,WEATHER PROOFING DONE,Hansaka Chathuranga At,MINOR,27/08/2025,27/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
94381,NE,SHJ2097,Class B,TI,TI - OTHERS,"RTN, BBU FAN CLEAN",Hansaka Chathuranga At,MINOR,20/02/2026,20/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
94382,NE,SHJ2097,Class B,TI,TI - OTHERS,CABLE HANGING AT TOWERS - FIX,Hansaka Chathuranga At,MINOR,20/02/2026,20/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
46002,NE,SHJ2098,Class C,DC SYSTEM,FAN FAULTY,APM30 2G THERMO ELECTRIC COOLING FAN FALDOWN FIXED,Mohammad Asif,MINOR,01/08/2025,01/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
45996,NE,SHJ2098,Class C,OTHERS,OTHERS,BTS HOLES CLOSED WITH FOAM SPRAY,Mohammad Asif,MINOR,01/08/2025,01/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
106082,NE,SHJ2099,Class C,CIVIL,SHELTER SUNSHADE FOUNDATION NEEDS REPAIRING,Shed base support need repainting,Jay Puzon Tadina,MINOR,12/05/2026,,Open,KEEP_OPEN,May-26,
106084,NE,SHJ2099,Class C,OTHERS,PLANTATION,Plants surrounding the site,Jay Puzon Tadina,MINOR,12/05/2026,12/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
38379,NE,SHJ2100,Class C,AIR CONDITIONING,AC CONTACTOR FAULTY,AC2 contactor faulty 24v,Jay Puzon Tadina,MINOR,04/07/2025,04/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
90334,NE,SHJ2100,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,ACU 02 PHASE MONITORING FAULTY NEED TO BE REPLACE WE HAVE NO STOCK,Zafaran Zulfiqar,MINOR,28/01/2026,30/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
38385,NE,SHJ2100,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,Shelter floor need repair,Jay Puzon Tadina,MINOR,04/07/2025,30/01/2026,Closed,CLOSED_UNIQUE,July-25,January-26
38381,NE,SHJ2100,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter need repainting,Jay Puzon Tadina,MINOR,04/07/2025,30/01/2026,Closed,CLOSED_UNIQUE,July-25,January-26
90335,NE,SHJ2100,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,FACP 1.2 AH BATTERY REPLACED ON SHIELD,Zafaran Zulfiqar,MINOR,28/01/2026,28/01/2026,Closed,CLOSED_UNIQUE,January-26,January-26
38386,NE,SHJ2100,Class C,FIRE SYSTEMS,FIRE ALARM SMOKE DETECTOR SENSOR FAULTY,Smoke detector sensor faulty,Jay Puzon Tadina,MINOR,04/07/2025,24/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
12346,NE,SHJ2100,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER INSTALLED,Faheem Muhammad,MINOR,25/01/2025,25/01/2025,Closed,CLOSED_UNIQUE,January-25,January-25
38383,NE,SHJ2100,Class C,SHELTER,INTERNAL LIGHTING BULB FAULTY,1 tubelight faulty(no spare),Jay Puzon Tadina,MINOR,04/07/2025,24/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
38384,NE,SHJ2100,Class C,SHELTER,SHELTER - OTHERS,Roxtec not properly sealed,Jay Puzon Tadina,MINOR,04/07/2025,04/07/2025,Closed,CLOSED_UNIQUE,July-25,July-25
66133,NE,SHJ2101,Class C,AIR CONDITIONING,AC FILTER REPLACED,BOTH ACU AIR FILTER DAMAGE REPLACED BARD 3 TON,Mohammad Asif,MINOR,10/10/2025,10/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
66134,NE,SHJ2101,Class C,CIVIL,SHELTER FLOOR NEEDS REPAIRING,SHJELTER FLOOR DAMAGE FROM BASE OF VERTIV RECTIFIRES & TXN RACK NEED TO REPAIRE,Mohammad Asif,MINOR,10/10/2025,,Open,KEEP_OPEN,October-25,
66135,NE,SHJ2101,Class C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MF200 FIRE ALARM CONTROOL BATTERY FAULTY REPLACED 12V 4A,Mohammad Asif,MINOR,10/10/2025,10/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
66132,NE,SHJ2101,Class C,SHELTER,SITE ID DAMAGED,DU ID PLACED AT SHELTER DOOR,Mohammad Asif,MINOR,10/10/2025,10/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
127153,NE,SHJ2102,Class C,AIR CONDITIONING,AC FILTER REPLACED,BARD 3TON BOTH ACU AIR FILTER NEED TO BE REPLACE WEA HAVE NO STOCK IN VAHICLE,Nouman Ahmed,MINOR,30/07/2026,,Open,KEEP_OPEN,July-26,
66884,NE,SHJ2102,Class C,AIR CONDITIONING,AC NOT COOLING,AC1 phase moniter faulty,Naseef Abdulrahman,MAJOR,13/10/2025,13/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
66883,NE,SHJ2102,Class C,SHELTER,SITE ID DAMAGED,DU sticker faded on shelter door,Naseef Abdulrahman,MINOR,13/10/2025,13/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
79016,NE,SHJ2104,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE sticker installed,Naseef Abdulrahman,MINOR,04/12/2025,04/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
29861,NE,SHJ2104,Class C,SHELTER,SITE ID DAMAGED,Site ID damage,Jay Puzon Tadina,MINOR,26/05/2025,26/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
34702,NE,SHJ2105,Class C,CIVIL,SAFETY ROPE DAMAGED,Shelter & cable ladder base support need repair,Jay Puzon Tadina,MINOR,17/06/2025,13/12/2025,Closed,CLOSED_UNIQUE,June-25,December-25
34701,NE,SHJ2105,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter rusty need repair,Jay Puzon Tadina,MINOR,17/06/2025,13/12/2025,Closed,CLOSED_UNIQUE,June-25,December-25
34706,NE,SHJ2105,Class C,EXTERNAL ALARMS,NOT WORKING,PS1 external alarm not configured,Jay Puzon Tadina,MINOR,17/06/2025,21/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
34705,NE,SHJ2105,Class C,SHELTER,SITE ID DAMAGED,Site ID damage,Jay Puzon Tadina,MINOR,17/06/2025,17/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
74753,NE,SHJ2126,Class C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION FIX,Hansaka Chathuranga At,MINOR,13/11/2025,13/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
27856,NE,SHJ2126,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,ACU2 COMPRESSOR RUSTY AREA PAINTED,Faheem Muhammad,MINOR,15/05/2025,15/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
119325,NE,SHJ2126,Class C,CIVIL,SHELTER ROOF REPAIR,"SHELTER EXTERIOR WALL, DOOR, ROOF  RUSTED AND DAMAGE, MAJOR DAMAGE, NEED TO REPAIR ",Hansaka Chathuranga At,MINOR,04/07/2026,,Open,KEEP_OPEN,July-26,
74750,NE,SHJ2126,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD, LOW VOLT SETTING SET",Hansaka Chathuranga At,MINOR,13/11/2025,13/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
118569,NE,SHJ2126,Class C,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,02/07/2026,02/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
27855,NE,SHJ2126,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER INSTALLED,Faheem Muhammad,MINOR,15/05/2025,15/05/2025,Closed,CLOSED_UNIQUE,May-25,May-25
118571,NE,SHJ2126,Class C,OTHERS,GARBAGE,GARBAGE REMOVE FROM UNDER THE SHELTER,Hansaka Chathuranga At,MINOR,02/07/2026,02/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
74751,NE,SHJ2126,Class C,TI,TI - OTHERS,"RTN, BBU FAN , ,SAR-X AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,13/11/2025,13/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
51283,NE,SHJ2168,Class B,AWL,AWL BULB FAULTY,AWL standby bulb faulty,Jay Puzon Tadina,MAJOR,20/08/2025,28/08/2025,Closed,CLOSED_UNIQUE,August-25,August-25
129529,NE,SHJ2168,Class B,BATTERY,AGED BATTERY,4 string narada 200ah MFD=29 July 21,Jay Puzon Tadina,MAJOR,08/08/2026,,Open,KEEP_OPEN,August-26,
107371,NE,SHJ2168,Class B,CIVIL,CABLE TRAY DAMAGED,CABLE TRAY COVER FIX,Hansaka Chathuranga At,MINOR,16/05/2026,16/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
93324,NE,SHJ2168,Class B,CIVIL,SHELTER BASE NEEDS REPAIRING,Shelter base support & step ladder need repainting,Jay Puzon Tadina,MINOR,12/02/2026,16/05/2026,Closed,CLOSED_UNIQUE,February-26,May-26
129523,NE,SHJ2168,Class B,CIVIL,SHELTER ROOF REPAIR,Shelter roof rusty need repair,Jay Puzon Tadina,MAJOR,08/08/2026,,Open,KEEP_OPEN,August-26,
129525,NE,SHJ2168,Class B,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter step ladder & base support need repainting,Jay Puzon Tadina,MINOR,08/08/2026,,Open,KEEP_OPEN,August-26,
129524,NE,SHJ2168,Class B,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Tower base support need repainting,Jay Puzon Tadina,MINOR,08/08/2026,,Open,KEEP_OPEN,August-26,
129528,NE,SHJ2168,Class B,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,Vertiv PS controller issue voltage not dropping while heating battery temp.sensor,Jay Puzon Tadina,MAJOR,08/08/2026,,Open,KEEP_OPEN,August-26,
107372,NE,SHJ2168,Class B,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,16/05/2026,16/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
107369,NE,SHJ2168,Class B,OTHERS,PLANTATION,GRASS REMOVE FROM COMPOUND AREA,Hansaka Chathuranga At,MINOR,16/05/2026,16/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
129521,NE,SHJ2168,Class B,SHELTER,SITE ID DAMAGED,Main gate site ID damage,Jay Puzon Tadina,MINOR,08/08/2026,08/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
129522,NE,SHJ2168,Class B,TI,EQUIPMENT NOT INSTALLED AS PER STANDARD,1DCDU grounding missing ,Jay Puzon Tadina,MINOR,08/08/2026,08/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
107370,NE,SHJ2168,Class B,TI,TI - OTHERS,"5G SEC 2 POWER CABLE DAMAGE DUE TO CABLE TRAY, JOINT AND FIX THE POWER CABLE, ",Hansaka Chathuranga At,MINOR,16/05/2026,16/05/2026,Closed,CLOSED_UNIQUE,May-26,May-26
71137,NE,SHJ2171,Class B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,THERMOSTAT SWITCH FIXED,Mohandass Paulraj,MINOR,30/10/2025,30/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
13237,NE,SHJ2171,Class B,AIR CONDITIONING,OUTDOOR AC CONDENSER MOTOR FAULTY,ACU #1 COOLINE 3 TON CONDENSOR MOTOR WORKING WROUNG ROTATION NEED TO CHECK,MOhammad Asif,MAJOR,01/02/2025,06/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
13238,NE,SHJ2171,Class B,AWL,AWL CABLING DAMAGED,AWL MAIN POWER CABLE ISSUE FROM MDB TO AWL,MOhammad Asif,MAJOR,01/02/2025,20/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
55820,NE,SHJ2171,Class B,BATTERY,AGED BATTERY,Narada 200ah MFD=25 Jan 21,Jay Puzon Tadina,MAJOR,04/09/2025,10/10/2025,Closed,CLOSED_UNIQUE,September-25,October-25
25740,NE,SHJ2171,Class B,BATTERY,BATTERY FAULTY,Battery weak,Jay Puzon Tadina,MAJOR,03/05/2025,10/10/2025,Closed,CLOSED_UNIQUE,May-25,October-25
122613,NE,SHJ2171,Class B,CIVIL,BOUNDARY WALL PAINT WORK,Boundary wall need repainting,Jay Puzon Tadina,MINOR,15/07/2026,15/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
71136,NE,SHJ2171,Class B,CIVIL,GROUND LEVELING,"UG CABLES NOT ROUTED PROPERLY, NEED GROUND LEVELING",Mohandass Paulraj,MINOR,30/10/2025,29/11/2025,Closed,CLOSED_UNIQUE,October-25,November-25
13236,NE,SHJ2171,Class B,CIVIL,SHELTER ROOF REPAIR,SHELTER DOOR PAINTED WITH SPRAY PAINT,MOhammad Asif,MINOR,01/02/2025,01/02/2025,Closed,CLOSED_UNIQUE,February-25,February-25
122614,NE,SHJ2171,Class B,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,Tower base support need repainting,Jay Puzon Tadina,MINOR,15/07/2026,15/08/2026,Closed,CLOSED_UNIQUE,July-26,August-26
122612,NE,SHJ2171,Class B,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,Vertiv PS controller issue voltage not dropping while heating battery temp.sensor,Jay Puzon Tadina,MAJOR,15/07/2026,,Open,KEEP_OPEN,July-26,
100690,NE,SHJ2171,Class B,OTHERS,PLANTATION,Plants surrounding the site,Jay Puzon Tadina,MINOR,17/04/2026,17/04/2026,Closed,CLOSED_UNIQUE,April-26,April-26
35297,NE,SHJ2171,Class B,SHELTER,SHELTER - OTHERS,Roxtec not properly sealed,Jay Puzon Tadina,MINOR,19/06/2025,19/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
36096,NE,SHJ2174,Class C,BATTERY,TEMPERATURE SENSOR,Vertiv PS battery temp. sensor not connected,Jay Puzon Tadina,MINOR,23/06/2025,07/02/2026,Closed,CLOSED_UNIQUE,June-25,February-26
92205,NE,SHJ2174,Class C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,Vertiv PS controller issue voltage not dropping when heating battery temp.sensor,Jay Puzon Tadina,MAJOR,07/02/2026,,Open,KEEP_OPEN,February-26,
92200,NE,SHJ2174,Class C,OTHERS,GARBAGE,Site full of garbage,Jay Puzon Tadina,MINOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
92201,NE,SHJ2174,Class C,SHELTER,DOOR SENSOR FAULTY,LTE cabinet door open sensor faulty,Jay Puzon Tadina,MINOR,07/02/2026,07/02/2026,Closed,CLOSED_UNIQUE,February-26,February-26
36095,NE,SHJ2174,Class C,TI,TI - OTHERS,Weather proofing damage,Jay Puzon Tadina,MINOR,23/06/2025,23/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
122554,NE,SHJ2175,Class B,AIR CONDITIONING,AC CONTACTOR FAULTY,AC 2 CONTACTOR REPLACE,Hansaka Chathuranga At,MAJOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122558,NE,SHJ2175,Class B,AIR CONDITIONING,AC FILTER REPLACED,AC FILTER DAMAGE - NEE TO REPLACE LIEBERT 3 TON,Hansaka Chathuranga At,MINOR,15/07/2026,22/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
83229,NE,SHJ2175,Class B,AIR CONDITIONING,AC GAS REFILLING,ACU2 GAS REFILLED 50PSI TO 75 PSI,Faheem Muhammad,MAJOR,23/12/2025,23/12/2025,Closed,CLOSED_UNIQUE,December-25,December-25
122555,NE,SHJ2175,Class B,AIR CONDITIONING,AC RELAY FAULTY,AC 2 TIMER RELAY REPLACE,Hansaka Chathuranga At,MAJOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122559,NE,SHJ2175,Class B,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION FIX,Hansaka Chathuranga At,MINOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122560,NE,SHJ2175,Class B,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC CABLE ACCESS HOLES CLOSE AND SEAL,Hansaka Chathuranga At,MINOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
35559,NE,SHJ2175,Class B,BATTERY,AGED BATTERY,Narada 200ah MFD=2 Feb 20,Jay Puzon Tadina,MAJOR,20/06/2025,09/09/2025,Closed,CLOSED_UNIQUE,June-25,September-25
26138,NE,SHJ2175,Class B,BATTERY,BATTERY FAULTY,Battery weak,Jay Puzon Tadina,MAJOR,06/05/2025,09/09/2025,Closed,CLOSED_UNIQUE,May-25,September-25
122557,NE,SHJ2175,Class B,BATTERY,LOW CAPACITY,"LOW BATTERY CAPACITY, 100Ah x 4, LOAD 110A, BACKUP LESSTHAN 3HR, ",Hansaka Chathuranga At,MAJOR,15/07/2026,,Open,KEEP_OPEN,July-26,
100686,NE,SHJ2175,Class B,CIVIL,SHELTER ROOF REPAIR,Shelter roof rusty need repair,Jay Puzon Tadina,MAJOR,17/04/2026,16/05/2026,Closed,CLOSED_UNIQUE,April-26,May-26
100687,NE,SHJ2175,Class B,CIVIL,SHELTER STEP NEEDS REPAIRING,Shelter step ladder need repainting,Jay Puzon Tadina,MINOR,17/04/2026,16/05/2026,Closed,CLOSED_UNIQUE,April-26,May-26
122552,NE,SHJ2175,Class B,DC SYSTEM,DC SYSTEM - OTHERS,DC SYSTEM PARAMETERS SET,Hansaka Chathuranga At,MINOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122553,NE,SHJ2175,Class B,OTHERS,PLANTATION,GRASS REMOVE FROM COMPOUND AREA,Hansaka Chathuranga At,MINOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
122556,NE,SHJ2175,Class B,TI,TI - OTHERS,"RTN, BBU FAN, SAR-X AIR FILTER CLEAN",Hansaka Chathuranga At,MINOR,15/07/2026,15/07/2026,Closed,CLOSED_UNIQUE,July-26,July-26
111211,NE,SHJ2195,Class C,BATTERY,TEMPERATURE SENSOR,BATTERY TEMPERATURE REPLACED AND CONFIGURED,Mohammad Noman,MAJOR,04/06/2026,04/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
111212,NE,SHJ2195,Class C,CIVIL,BOUNDARY WALL PAINT WORK,INSIDE THE BOUNDARY WALL NEED TO BE REPAINT,Mohammad Noman,MINOR,04/06/2026,,Open,KEEP_OPEN,June-26,
67184,NE,SHJ2195,Class C,CIVIL,SAFETY ROPE DAMAGED,"TOWER CLIMBING SUPPORTING SCREW MISSING FROM PLATFORM TO TOP OF TOWER, (NO ACCESS TO AWL BULB)",Hansaka Chathuranga At,MINOR,14/10/2025,04/06/2026,Closed,CLOSED_UNIQUE,October-25,June-26
67180,NE,SHJ2195,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD, LOW VOLT SETTING SET",Hansaka Chathuranga At,MINOR,14/10/2025,14/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67181,NE,SHJ2195,Class C,OTHERS,GARBAGE,DRY LEAVES REMOVE FROM SITE,Hansaka Chathuranga At,MINOR,14/10/2025,14/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
67179,NE,SHJ2195,Class C,OTHERS,OTHERS,DU STICKER REPLACE AT MAIN GATE,Hansaka Chathuranga At,MINOR,14/10/2025,14/10/2025,Closed,CLOSED_UNIQUE,October-25,October-25
111209,NE,SHJ2195,Class C,OTHERS,PLANTATION,GRASS REMOVED FROM INSIDE THE YARD AND PLANT CUT FROM NEAR INSIDE THE YARD,Mohammad Noman,MINOR,04/06/2026,04/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
111218,NE,SHJ2195,Class C,TI,TI - OTHERS,VERTIV RECTIFIER HAVE SOME HOLES OPENED APPLIED FOAM SPRAY,Mohammad Noman,MINOR,04/06/2026,04/06/2026,Closed,CLOSED_UNIQUE,June-26,June-26
128463,NE,SHJ2207,Class C,AIR CONDITIONING,AC GAS REFILLING,AC1 & AC2 low gas,Jay Puzon Tadina,MINOR,05/08/2026,05/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
128472,NE,SHJ2207,Class C,AIR CONDITIONING,AC NOT COOLING,AC1 & AC2 not cooling need flushing,Jay Puzon Tadina,MAJOR,05/08/2026,,Open,KEEP_OPEN,August-26,
77160,NE,SHJ2207,Class C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,AC INSULATION FIX,Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
77166,NE,SHJ2207,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC COMPRESSOR RUSTED - CLEAN AND PAINT,Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
36322,NE,SHJ2207,Class C,AWL,AWL CONTROL PANEL FAULTY,AWL CARD FAULTY - TECH 15,Hansaka Chathuranga At,MINOR,24/06/2025,28/07/2025,Closed,CLOSED_UNIQUE,June-25,July-25
128466,NE,SHJ2207,Class C,CIVIL,BOUNDARY WALL DAMAGED,Boundary wall damage need repair,Jay Puzon Tadina,MINOR,05/08/2026,,Open,KEEP_OPEN,August-26,
128467,NE,SHJ2207,Class C,CIVIL,SHELTER ROOF REPAIR,Shelter roof rusty need repair,Jay Puzon Tadina,MINOR,05/08/2026,,Open,KEEP_OPEN,August-26,
77164,NE,SHJ2207,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD, LOW VOLT SETTING SET",Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
36320,NE,SHJ2207,Class C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,FE STICKER REPLACE,Hansaka Chathuranga At,MINOR,24/06/2025,24/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
77162,NE,SHJ2207,Class C,OTHERS,GARBAGE,DRY LEAVESREMOVE FROM COMPOUND AREA,Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
128465,NE,SHJ2207,Class C,SHELTER,SHELTER - OTHERS,Power meter box hazzard sticker missing,Jay Puzon Tadina,MINOR,05/08/2026,05/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
128464,NE,SHJ2207,Class C,SHELTER,SITE ID DAMAGED,Main gate & shelter site ID damage,Jay Puzon Tadina,MINOR,05/08/2026,05/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
36321,NE,SHJ2207,Class C,TI,TI - OTHERS,"BBU,RTN,CISCO N540-D FAN CLEAN",Hansaka Chathuranga At,MINOR,24/06/2025,24/06/2025,Closed,CLOSED_UNIQUE,June-25,June-25
77170,NE,SHJ2208,Class C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,AC COMPRESSOR RUSTED - CLEAN AND PAINT,Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
130674,NE,SHJ2208,Class C,AWL,AWL BULB FAULTY,AWL STANDBY BULB FAULTY REPLACED ,Sachin George Varghese,MINOR,12/08/2026,12/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
130673,NE,SHJ2208,Class C,AWL,AWL PHOTOCELL FAULTY,AWL PHOTOCELL FAULTY REPLACED,Sachin George Varghese,MINOR,12/08/2026,12/08/2026,Closed,CLOSED_UNIQUE,August-26,August-26
130670,NE,SHJ2208,Class C,CIVIL,BOUNDARY WALL PAINT WORK,BOUNDARY WALL PAINT DAMAGE NEED TO REPAINT,Sachin George Varghese,MINOR,12/08/2026,,Open,KEEP_OPEN,August-26,
130669,NE,SHJ2208,Class C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MAIN GATE PAINT DAMAGE NEED TO REPAINT,Sachin George Varghese,MINOR,12/08/2026,,Open,KEEP_OPEN,August-26,
77174,NE,SHJ2208,Class C,DC SYSTEM,DC SYSTEM - OTHERS,"LVD, LOW VOLT SETTING SET",Hansaka Chathuranga At,MINOR,25/11/2025,25/11/2025,Closed,CLOSED_UNIQUE,November-25,November-25
